# index, _pos
29046,"array([1.50343319, 3.3379793 ])"
29047,"array([1.5110041 , 3.34428751])"
29048,"array([1.52106328, 3.34171585])"
29049,"array([1.46195186, 3.17358534])"
29050,"array([1.48813648, 3.20215543])"
29051,"array([1.49188484, 3.39255809])"
29052,"array([1.53977752, 3.44528865])"
29053,"array([1.54431818, 3.45830142])"
29054,"array([1.4736153 , 3.31748092])"
29055,"array([1.48857991, 3.36762526])"
29056,"array([1.48332695, 3.33427738])"
29057,"array([1.47722633, 3.39454227])"
29058,"array([1.52685674, 3.3875525 ])"
29059,"array([1.54584718, 3.42886927])"
29060,"array([1.55645283, 3.43177152])"
29061,"array([1.54877063, 3.43921047])"
29062,"array([1.55603043, 3.45067554])"
29063,"array([1.57371688, 3.51125572])"
29064,"array([1.41704216, 3.21153264])"
29065,"array([1.47469122, 3.23430926])"
29066,"array([1.52441507, 3.36720476])"
29067,"array([1.51219446, 3.37222944])"
29068,"array([1.53541531, 3.43268131])"
29069,"array([1.51792062, 3.38591408])"
29070,"array([1.50997165, 3.35900751])"
29071,"array([1.47773   , 3.25891074])"
29072,"array([1.49284498, 3.37843056])"
29073,"array([1.51127732, 3.39346761])"
29074,"array([1.50834686, 3.3813013 ])"
29075,"array([1.43257627, 3.10945884])"
29076,"array([1.51519467, 3.13287541])"
29077,"array([1.52056634, 3.37614435])"
29078,"array([1.3765352 , 3.11347748])"
29079,"array([1.49557524, 3.27148717])"
29080,"array([1.50119251, 3.36608074])"
29081,"array([1.3911011 , 3.07004724])"
29082,"array([1.38865055, 3.14236944])"
29083,"array([1.44050544, 2.86680251])"
29084,"array([1.55141992, 2.88972438])"
29085,"array([1.41203927, 2.93703723])"
29086,"array([1.41568493, 2.90423676])"
29087,"array([1.28368141, 2.83355609])"
29088,"array([1.33047487, 2.81098243])"
29089,"array([1.46588296, 3.02552082])"
29090,"array([1.50146976, 3.02374715])"
29091,"array([1.4463338 , 2.98568897])"
29092,"array([1.48497971, 3.08049991])"
29093,"array([1.46796841, 3.06478972])"
29094,"array([1.52976901, 3.13325598])"
29095,"array([1.55321879, 3.14452031])"
29096,"array([1.53190203, 3.12829335])"
29097,"array([1.52913753, 3.12236471])"
29098,"array([1.57743948, 3.18829597])"
29099,"array([1.53298749, 3.06666825])"
29100,"array([1.53719664, 3.13201725])"
29101,"array([1.44391785, 3.06490536])"
29102,"array([1.53379872, 3.13682559])"
29103,"array([1.59173208, 3.22013776])"
29104,"array([1.49169208, 3.08247866])"
29105,"array([1.5675959 , 3.17180237])"
29106,"array([1.51624301, 3.14627032])"
29107,"array([1.55009758, 3.15795311])"
29108,"array([1.57031626, 3.19173221])"
29109,"array([1.55983405, 3.15837821])"
29110,"array([1.53936592, 3.1541848 ])"
29111,"array([1.54257938, 3.13482888])"
29112,"array([1.5425425 , 3.14697467])"
29113,"array([1.5632752 , 3.16528204])"
29114,"array([1.54060215, 3.11812303])"
29115,"array([1.59513469, 3.25109431])"
29116,"array([1.38889645, 3.05856285])"
29117,"array([1.3943804 , 3.14626396])"
29118,"array([1.40455886, 3.11455759])"
29119,"array([1.37816834, 3.10787977])"
29120,"array([1.39504624, 3.14110472])"
29121,"array([1.39667018, 3.11519444])"
29122,"array([1.39869296, 3.18099281])"
29123,"array([1.43657049, 3.22273411])"
29124,"array([1.35445851, 3.00926388])"
29125,"array([1.35963895, 3.01447199])"
29126,"array([1.36120855, 3.01967141])"
29127,"array([1.37147133, 3.01673725])"
29128,"array([1.36257442, 3.02355287])"
29129,"array([1.38418657, 3.03991145])"
29130,"array([1.46115822, 3.25519068])"
29131,"array([1.35240254, 3.01453878])"
29132,"array([1.35779748, 3.02194522])"
29133,"array([1.47581964, 3.06265892])"
29134,"array([1.53751619, 3.12489528])"
29135,"array([1.36388216, 3.01738281])"
29136,"array([1.52245198, 3.16885913])"
29137,"array([1.43014648, 3.11284508])"
29138,"array([1.65076589, 3.16493154])"
29139,"array([1.44706216, 3.07303419])"
29140,"array([1.53510876, 3.16713656])"
29141,"array([1.54628066, 3.14254452])"
29142,"array([1.64205339, 3.28021736])"
29143,"array([1.67596576, 3.28896208])"
29144,"array([1.58574661, 3.18700623])"
29145,"array([1.66566524, 3.28619303])"
29146,"array([1.46050198, 3.0703706 ])"
29147,"array([1.56603626, 3.13857821])"
29148,"array([1.65545204, 3.26650285])"
29149,"array([1.4869118 , 3.09413062])"
29150,"array([1.45797403, 3.05066287])"
29151,"array([1.59094183, 3.19247797])"
29152,"array([1.49968571, 3.08681052])"
29153,"array([1.58745269, 3.2072808 ])"
29154,"array([1.51400033, 3.10233211])"
29155,"array([1.57117376, 3.18448616])"
29156,"array([1.47996184, 3.05893648])"
29157,"array([1.5718723 , 3.25900491])"
29158,"array([1.58107719, 3.20147784])"
29159,"array([1.52718681, 3.09893358])"
29160,"array([1.62307307, 3.30697419])"
29161,"array([1.61751408, 3.26422232])"
29162,"array([1.48845199, 3.02513559])"
29163,"array([1.48645359, 3.08942148])"
29164,"array([1.46825016, 3.05776489])"
29165,"array([1.49837426, 3.09397865])"
29166,"array([1.50216647, 3.09057617])"
29167,"array([1.64727928, 3.23948254])"
29168,"array([1.47710801, 3.06756632])"
29169,"array([1.35120283, 3.04481814])"
29170,"array([1.49506581, 3.00729425])"
29171,"array([1.50513935, 3.07736455])"
29172,"array([1.39191854, 3.00852481])"
29173,"array([1.52855218, 3.07102144])"
29174,"array([1.36282626, 3.04331585])"
29175,"array([1.38409072, 2.98744743])"
29176,"array([1.43325356, 3.07305355])"
29177,"array([1.49576976, 3.09035594])"
29178,"array([1.50706624, 3.10214695])"
29179,"array([1.47065958, 3.04638702])"
29180,"array([1.54318788, 3.12241634])"
29181,"array([1.47396063, 3.08278719])"
29182,"array([1.47809263, 3.07210715])"
29183,"array([1.52712216, 3.14470397])"
29184,"array([1.54801156, 3.13568005])"
29185,"array([1.39571929, 2.96898365])"
29186,"array([1.45570982, 3.06427826])"
29187,"array([1.60113934, 3.30991406])"
29188,"array([1.53502438, 3.07966119])"
29189,"array([1.3378934 , 3.09377231])"
29190,"array([1.36496277, 3.31421688])"
29191,"array([1.38055515, 3.03423593])"
29192,"array([1.46209027, 3.26785136])"
29193,"array([1.46739943, 3.4017417 ])"
29194,"array([1.38060881, 2.99421366])"
29195,"array([1.41208512, 3.03579521])"
29196,"array([1.46922252, 3.20116929])"
29197,"array([1.36940384, 3.05559331])"
29198,"array([1.34664504, 3.08916087])"
29199,"array([1.43017023, 3.319202  ])"
29200,"array([1.36165991, 2.98798145])"
29201,"array([1.52645219, 3.09287333])"
29202,"array([1.60731495, 3.04542575])"
29203,"array([1.54105557, 2.97959124])"
29204,"array([1.70778726, 3.08535646])"
29205,"array([1.66317619, 3.07734569])"
29206,"array([1.65340397, 3.06674184])"
29207,"array([1.55749051, 2.99251104])"
29208,"array([1.60886916, 3.02909654])"
29209,"array([1.84273607, 3.14211705])"
29210,"array([1.4835828 , 2.98057241])"
29211,"array([1.54632786, 3.02186432])"
29212,"array([1.78236888, 3.16420828])"
29213,"array([1.52697938, 3.00724405])"
29214,"array([1.61097684, 3.08273832])"
29215,"array([1.57890855, 3.02247071])"
29216,"array([1.57236799, 3.41034666])"
29217,"array([1.45288023, 3.19004649])"
29218,"array([1.43547182, 3.17731543])"
29219,"array([1.48698415, 3.14584844])"
29220,"array([1.55037859, 3.41682152])"
29221,"array([1.56500647, 3.42065494])"
29222,"array([1.55899802, 3.41013221])"
29223,"array([1.32509658, 3.23100306])"
29224,"array([1.54044214, 3.41259273])"
29225,"array([1.41052272, 3.0096445 ])"
29226,"array([1.40734351, 3.00472731])"
29227,"array([1.46407872, 3.06805417])"
29228,"array([1.39666737, 2.98986059])"
29229,"array([1.52398584, 2.95410097])"
29230,"array([1.46263409, 2.98646189])"
29231,"array([1.44462888, 3.13260199])"
29232,"array([1.40017669, 2.9709    ])"
29233,"array([1.39858045, 3.10710331])"
29234,"array([1.42697442, 3.02518736])"
29235,"array([1.60638924, 3.26368491])"
29236,"array([1.45738967, 2.88050516])"
29237,"array([1.63919294, 2.74531449])"
29238,"array([1.41877624, 2.92740555])"
29239,"array([1.46542516, 2.9086216 ])"
29240,"array([1.68472957, 3.43081386])"
29241,"array([1.66758007, 3.37262028])"
29242,"array([1.68808049, 3.40075879])"
29243,"array([1.69335849, 3.39431287])"
29244,"array([1.68446924, 3.38625785])"
29245,"array([1.67159815, 3.39096839])"
29246,"array([1.67330295, 3.37980897])"
29247,"array([1.72182874, 3.4585589 ])"
29248,"array([1.65872529, 3.40971557])"
29249,"array([1.67451073, 3.38519434])"
29250,"array([1.67961662, 3.38129352])"
29251,"array([1.66865792, 3.3855941 ])"
29252,"array([1.68380849, 3.40622242])"
29253,"array([1.6765563 , 3.40728785])"
29254,"array([1.70532481, 3.39296065])"
29255,"array([1.68574852, 3.39436226])"
29256,"array([1.74647072, 3.4146013 ])"
29257,"array([1.67953759, 3.39926153])"
29258,"array([1.66679848, 3.39899488])"
29259,"array([1.65895228, 3.46406921])"
29260,"array([1.69415555, 3.38229804])"
29261,"array([1.67977812, 3.37424996])"
29262,"array([1.65001806, 3.38843255])"
29263,"array([1.67024736, 3.42336121])"
29264,"array([1.65240889, 3.40021737])"
29265,"array([1.67791085, 3.38899937])"
29266,"array([1.66924211, 3.41083176])"
29267,"array([1.66312216, 3.43438166])"
29268,"array([1.68804669, 3.41722003])"
29269,"array([1.66248268, 3.35106592])"
29270,"array([1.65142962, 3.41995979])"
29271,"array([1.72155539, 3.48531066])"
29272,"array([1.68793019, 3.37710655])"
29273,"array([1.65278825, 3.44434458])"
29274,"array([1.71232116, 3.4182805 ])"
29275,"array([1.74844495, 3.46315717])"
29276,"array([1.70565322, 3.37282974])"
29277,"array([1.73857244, 3.47622709])"
29278,"array([1.66242235, 3.37881437])"
29279,"array([1.67434761, 3.36245012])"
29280,"array([1.78340365, 3.5420008 ])"
29281,"array([1.76963526, 3.55139764])"
29282,"array([1.59739828, 3.26305842])"
29283,"array([1.69336047, 3.35067858])"
29284,"array([1.65171717, 3.37686436])"
29285,"array([1.68260908, 3.3578002 ])"
29286,"array([1.76664113, 3.42826742])"
29287,"array([1.77277431, 3.41348003])"
29288,"array([1.70791752, 3.44985016])"
29289,"array([1.76156293, 3.44636827])"
29290,"array([1.69156281, 3.43481802])"
29291,"array([1.68191384, 3.48386293])"
29292,"array([1.73764202, 3.51749932])"
29293,"array([1.59079519, 3.26900473])"
29294,"array([1.64071596, 3.41274473])"
29295,"array([1.72415815, 3.38738511])"
29296,"array([1.71442871, 3.43500784])"
29297,"array([1.66136842, 3.39022085])"
29298,"array([1.74679604, 3.3976955 ])"
29299,"array([1.63756643, 3.29257781])"
29300,"array([1.76574578, 3.5299048 ])"
29301,"array([1.65840899, 3.35932421])"
29302,"array([1.49522773, 3.09815756])"
29303,"array([1.59406109, 3.29543885])"
29304,"array([1.68090782, 3.46847373])"
29305,"array([1.69618552, 3.43936466])"
29306,"array([1.71557358, 3.45278804])"
29307,"array([1.70634721, 3.44036701])"
29308,"array([1.63065779, 3.34386957])"
29309,"array([1.73046724, 3.36769055])"
29310,"array([1.55903924, 3.24568428])"
29311,"array([1.72330927, 3.47048882])"
29312,"array([1.73651781, 3.41088346])"
29313,"array([1.73432514, 3.45624332])"
29314,"array([1.69752586, 3.42171211])"
29315,"array([1.73223219, 3.40139034])"
29316,"array([1.6914246 , 3.42657868])"
29317,"array([1.72964712, 3.44096777])"
29318,"array([1.7742962 , 3.50566098])"
29319,"array([1.78514494, 3.49609149])"
29320,"array([1.70635227, 3.42188711])"
29321,"array([1.61974821, 3.13312694])"
29322,"array([1.57572939, 3.25124963])"
29323,"array([1.66234919, 3.48137784])"
29324,"array([1.75680279, 3.40482335])"
29325,"array([1.67451127, 3.4574119 ])"
29326,"array([1.70919423, 3.40450611])"
29327,"array([1.4651625 , 3.02131332])"
29328,"array([1.7497911 , 3.50080925])"
29329,"array([1.79102738, 3.52243098])"
29330,"array([1.72802968, 3.41501437])"
29331,"array([1.67002016, 3.44440618])"
29332,"array([1.70696399, 3.41234908])"
29333,"array([1.71282278, 3.44376831])"
29334,"array([1.79485263, 3.55548845])"
29335,"array([1.81029116, 3.53912721])"
29336,"array([1.73077704, 3.54156269])"
29337,"array([1.71964079, 3.44289278])"
29338,"array([1.67829725, 3.44571247])"
29339,"array([1.72031685, 3.42014794])"
29340,"array([1.79949248, 3.49551321])"
29341,"array([1.51671877, 3.0320947 ])"
29342,"array([1.73751014, 3.4199491 ])"
29343,"array([1.72617037, 3.40737282])"
29344,"array([1.74282819, 3.4360919 ])"
29345,"array([1.69262129, 3.46341029])"
29346,"array([1.61591076, 3.31924806])"
29347,"array([1.69072882, 3.45571963])"
29348,"array([1.50023689, 3.12184853])"
29349,"array([1.70167022, 3.45880477])"
29350,"array([1.72044735, 3.42768698])"
29351,"array([1.61412581, 3.29441071])"
29352,"array([1.6973616 , 3.45158186])"
29353,"array([1.70765505, 3.47077415])"
29354,"array([1.67591138, 3.43355645])"
29355,"array([1.45133196, 3.02497971])"
29356,"array([1.62490335, 3.25810407])"
29357,"array([1.58368697, 2.96956498])"
29358,"array([1.63527373, 3.25282545])"
29359,"array([1.66663403, 3.0425959 ])"
29360,"array([1.59725212, 3.27956698])"
29361,"array([1.61940838, 3.22485437])"
29362,"array([1.64523007, 3.17927891])"
29363,"array([1.69898606, 3.41372356])"
29364,"array([1.64781997, 3.3309889 ])"
29365,"array([1.69800448, 3.42952932])"
29366,"array([1.71925694, 3.41213463])"
29367,"array([1.63690704, 3.33285082])"
29368,"array([1.73445488, 3.43336557])"
29369,"array([1.72339551, 3.39867897])"
29370,"array([1.63475607, 3.18249401])"
29371,"array([1.68378223, 3.43848875])"
29372,"array([1.55611407, 3.22029234])"
29373,"array([1.71711544, 3.40423128])"
29374,"array([1.75707713, 3.57648886])"
29375,"array([1.72570851, 3.45034724])"
29376,"array([1.68854867, 3.44345476])"
29377,"array([1.68180214, 3.42360699])"
29378,"array([1.50953543, 3.02247431])"
29379,"array([1.71145675, 3.46067325])"
29380,"array([1.574447, 3.232193])"
29381,"array([1.72777202, 3.429862  ])"
29382,"array([1.72983937, 3.42233292])"
29383,"array([1.71182231, 3.42703006])"
29384,"array([1.72344703, 3.435417  ])"
29385,"array([1.64977084, 3.36314496])"
29386,"array([1.73712475, 3.44506972])"
29387,"array([1.6585403, 3.338986 ])"
29388,"array([1.70463984, 3.4282832 ])"
29389,"array([1.74192508, 3.42703167])"
29390,"array([1.6829006 , 3.45335228])"
29391,"array([1.62894984, 3.29843044])"
29392,"array([1.6964109 , 3.47150112])"
29393,"array([1.58238818, 3.2686312 ])"
29394,"array([1.70041011, 3.44530411])"
29395,"array([1.60475847, 3.27449065])"
29396,"array([1.70624016, 3.43471765])"
29397,"array([1.43939532, 2.95617716])"
29398,"array([1.74387456, 3.1728011 ])"
29399,"array([1.6868527 , 3.08540239])"
29400,"array([1.74981062, 3.12806521])"
29401,"array([1.68935465, 3.12545582])"
29402,"array([1.77283903, 3.15879818])"
29403,"array([1.65702599, 3.05403057])"
29404,"array([1.39733706, 3.28663083])"
29405,"array([1.5492281, 3.0258345])"
29406,"array([1.74418697, 3.09968684])"
29407,"array([1.72098922, 3.08653303])"
29408,"array([1.77628362, 3.1085963 ])"
29409,"array([1.48611762, 2.97407143])"
29410,"array([1.60422851, 3.02280437])"
29411,"array([1.67094046, 2.99954258])"
29412,"array([1.54556214, 2.98920582])"
29413,"array([1.60358325, 3.11373478])"
29414,"array([1.49119861, 2.98961382])"
29415,"array([1.61384356, 3.04689463])"
29416,"array([1.54811144, 3.04795119])"
29417,"array([1.61487145, 3.05272233])"
29418,"array([1.59071257, 3.04695231])"
29419,"array([1.49523547, 2.98508743])"
29420,"array([1.51514685, 2.96867744])"
29421,"array([1.51524158, 2.9776059 ])"
29422,"array([1.63868212, 3.10312484])"
29423,"array([1.59118177, 2.99420144])"
29424,"array([1.59970606, 2.98752526])"
29425,"array([1.49881761, 2.99342143])"
29426,"array([1.44336676, 2.97131778])"
29427,"array([1.50432952, 2.98668164])"
29428,"array([1.42479706, 2.92943228])"
29429,"array([1.43302922, 2.87889064])"
29430,"array([1.46461637, 2.95050069])"
29431,"array([1.42255225, 2.93250227])"
29432,"array([1.51911533, 2.97389467])"
29433,"array([1.47949387, 3.01014378])"
29434,"array([1.43516003, 2.9318595 ])"
29435,"array([1.36727401, 2.91541605])"
29436,"array([1.54494009, 3.06503466])"
29437,"array([1.49667078, 3.00295483])"
29438,"array([1.42820203, 2.96033517])"
29439,"array([1.56111021, 3.08450273])"
29440,"array([1.41959158, 2.97126494])"
29441,"array([1.4319163, 2.954136 ])"
29442,"array([1.44464132, 2.94541712])"
29443,"array([1.45079582, 2.9415587 ])"
29444,"array([1.43266881, 2.97097451])"
29445,"array([1.60070264, 3.20716061])"
29446,"array([1.53623629, 2.97974983])"
29447,"array([1.42031038, 2.95729606])"
29448,"array([1.48452391, 3.01219708])"
29449,"array([1.6174489, 3.0783646])"
29450,"array([1.5917551 , 3.10596933])"
29451,"array([1.59915243, 3.08578571])"
29452,"array([1.53001755, 3.0617595 ])"
29453,"array([1.6860364 , 3.21449359])"
29454,"array([1.67433745, 3.23273083])"
29455,"array([1.62873064, 3.115459  ])"
29456,"array([1.50582226, 3.00388445])"
29457,"array([1.73945677, 3.15852323])"
29458,"array([1.66761938, 3.01308804])"
29459,"array([1.71354344, 3.05636846])"
29460,"array([1.64953524, 3.08081137])"
29461,"array([1.45845692, 2.95874509])"
29462,"array([1.69675212, 3.14422306])"
29463,"array([1.60956806, 3.05769443])"
29464,"array([1.60131178, 3.04588132])"
29465,"array([1.54566829, 3.05411158])"
29466,"array([1.65797915, 3.14587327])"
29467,"array([1.52441715, 2.96087204])"
29468,"array([1.55529356, 3.07962205])"
29469,"array([1.5873765 , 3.08289833])"
29470,"array([1.56479559, 3.04355628])"
29471,"array([1.50627816, 2.98170771])"
29472,"array([1.55962484, 3.05685805])"
29473,"array([1.60057757, 2.93312743])"
29474,"array([1.69104506, 3.13435278])"
29475,"array([1.59810605, 3.02193137])"
29476,"array([1.64539441, 3.06112487])"
29477,"array([1.78322327, 3.14108199])"
29478,"array([1.65200536, 3.13486992])"
29479,"array([1.52337704, 3.00931936])"
29480,"array([1.64397889, 3.13137961])"
29481,"array([1.52058657, 3.02943   ])"
29482,"array([1.4571866 , 3.00395485])"
29483,"array([1.36888375, 2.95096758])"
29484,"array([1.44399759, 3.00088798])"
29485,"array([1.56500502, 3.18799591])"
29486,"array([1.48060418, 3.13180744])"
29487,"array([1.54863245, 3.21098872])"
29488,"array([1.56632162, 3.24632483])"
29489,"array([1.59922395, 3.19056085])"
29490,"array([1.47461792, 3.12498832])"
29491,"array([1.56469168, 3.17901813])"
29492,"array([1.72434479, 3.34894127])"
29493,"array([1.56177816, 3.21645059])"
29494,"array([1.50769682, 3.18555363])"
29495,"array([1.50685236, 3.19493375])"
29496,"array([1.52213342, 3.20306387])"
29497,"array([1.55002344, 3.23345212])"
29498,"array([1.5074534 , 3.16964118])"
29499,"array([1.50487408, 3.17431877])"
29500,"array([1.42357775, 3.07557788])"
29501,"array([1.55107313, 3.22571097])"
29502,"array([1.47012542, 3.0739552 ])"
29503,"array([1.54554909, 3.28064645])"
29504,"array([1.47044577, 3.10613132])"
29505,"array([1.39868555, 3.03249403])"
29506,"array([1.53083512, 3.23078228])"
29507,"array([1.48283167, 3.12108605])"
29508,"array([1.57011437, 3.2397825 ])"
29509,"array([1.54514786, 3.15286635])"
29510,"array([1.61252172, 3.30643543])"
29511,"array([1.45942594, 3.14807285])"
29512,"array([1.44147776, 3.14914246])"
29513,"array([1.62117606, 3.38343924])"
29514,"array([1.67751537, 3.52406398])"
29515,"array([1.49665317, 3.13622919])"
29516,"array([1.478068  , 3.15977185])"
29517,"array([1.4536835 , 3.09779489])"
29518,"array([1.53659713, 3.14217524])"
29519,"array([1.5648273 , 3.31040405])"
29520,"array([1.52839304, 3.15868023])"
29521,"array([1.49783805, 3.14177077])"
29522,"array([1.5475925 , 3.20242171])"
29523,"array([1.42371041, 3.05049945])"
29524,"array([1.56676951, 3.20966313])"
29525,"array([1.55176252, 3.18330965])"
29526,"array([1.56573732, 3.19771718])"
29527,"array([1.60949136, 3.39011434])"
29528,"array([1.475312  , 3.14374919])"
29529,"array([1.43005957, 3.06907024])"
29530,"array([1.43040637, 3.05755444])"
29531,"array([1.417235  , 2.92339545])"
29532,"array([1.49508456, 2.95826986])"
29533,"array([1.44525823, 2.95613174])"
29534,"array([1.51201974, 3.08706826])"
29535,"array([1.55645005, 3.10747756])"
29536,"array([1.4748135 , 3.15500461])"
29537,"array([1.4706875 , 2.93745689])"
29538,"array([1.44993139, 3.1314803 ])"
29539,"array([1.60776549, 3.16459201])"
29540,"array([1.43726623, 3.00497895])"
29541,"array([1.61709169, 3.08599074])"
29542,"array([1.77854363, 3.31727277])"
29543,"array([1.7804765 , 3.32869831])"
29544,"array([1.49825728, 3.02197474])"
29545,"array([1.58370986, 3.04797787])"
29546,"array([1.54925964, 2.98001355])"
29547,"array([1.48948385, 2.95779327])"
29548,"array([1.46601262, 2.99783639])"
29549,"array([1.55748963, 3.06247002])"
29550,"array([1.4221469 , 2.94483315])"
29551,"array([1.40267473, 2.93365001])"
29552,"array([1.4565739 , 3.02221894])"
29553,"array([1.40856106, 2.970303  ])"
29554,"array([1.42053299, 2.94163894])"
29555,"array([1.57918481, 3.13760418])"
29556,"array([1.49765876, 3.04539874])"
29557,"array([1.5670665 , 3.09582005])"
29558,"array([1.59080306, 3.16310995])"
29559,"array([1.44114871, 2.99736087])"
29560,"array([1.54733653, 3.09816259])"
29561,"array([1.64817282, 3.19405654])"
29562,"array([1.6563786 , 3.22981366])"
29563,"array([1.50556119, 3.11382175])"
29564,"array([1.51196876, 3.00214281])"
29565,"array([1.47603535, 3.01430011])"
29566,"array([1.54573531, 3.07162009])"
29567,"array([1.57486095, 3.10880766])"
29568,"array([1.58605879, 3.10601841])"
29569,"array([1.48953452, 3.11132511])"
29570,"array([1.48533215, 2.98695433])"
29571,"array([1.49783989, 3.0269765 ])"
29572,"array([1.46178435, 3.01022949])"
29573,"array([1.59630526, 3.07653222])"
29574,"array([1.68486396, 3.22938785])"
29575,"array([1.43203037, 3.05334962])"
29576,"array([1.48919845, 3.07306075])"
29577,"array([1.54092824, 3.0528776 ])"
29578,"array([1.69450754, 3.25350772])"
29579,"array([1.50931815, 3.08143653])"
29580,"array([1.56896685, 3.06155155])"
29581,"array([1.51726495, 3.01640729])"
29582,"array([1.43216854, 3.00400539])"
29583,"array([1.45033044, 2.99678958])"
29584,"array([1.64049593, 3.1657112 ])"
29585,"array([1.62971909, 3.21282059])"
29586,"array([1.49711607, 3.03191699])"
29587,"array([1.54385868, 3.0394082 ])"
29588,"array([1.50097049, 3.15954375])"
29589,"array([1.51269049, 3.03187225])"
29590,"array([1.43950962, 3.11040338])"
29591,"array([1.42786862, 3.00639706])"
29592,"array([1.65121434, 3.11240115])"
29593,"array([1.42732595, 2.93290432])"
29594,"array([1.45222785, 2.98534284])"
29595,"array([1.43048165, 2.95041784])"
29596,"array([1.48064215, 2.95051338])"
29597,"array([1.68004026, 3.05017797])"
29598,"array([1.62212998, 3.02302844])"
29599,"array([1.46608081, 2.95418524])"
29600,"array([1.49614188, 2.98953189])"
29601,"array([1.50927302, 3.06640872])"
29602,"array([1.50665155, 3.12689114])"
29603,"array([1.51431578, 3.15240683])"
29604,"array([1.5028455 , 3.13290172])"
29605,"array([1.58256755, 3.21351531])"
29606,"array([1.42621   , 3.04775626])"
29607,"array([1.51358341, 3.16955144])"
29608,"array([1.43569321, 3.08360369])"
29609,"array([1.49926136, 3.17098188])"
29610,"array([1.45021002, 3.07957505])"
29611,"array([1.44735477, 3.02430325])"
29612,"array([1.42681549, 3.08602432])"
29613,"array([1.45487738, 3.1345544 ])"
29614,"array([1.50064258, 3.11758206])"
29615,"array([1.57033091, 3.16513204])"
29616,"array([1.49460434, 3.05990358])"
29617,"array([1.48951568, 3.12237831])"
29618,"array([1.43860274, 3.02647407])"
29619,"array([1.42967144, 3.0496087 ])"
29620,"array([1.43853148, 3.0219455 ])"
29621,"array([1.47037653, 3.12180491])"
29622,"array([1.49217776, 3.09443944])"
29623,"array([1.43088397, 3.02830483])"
29624,"array([1.45201768, 3.0637744 ])"
29625,"array([1.47536563, 3.11678067])"
29626,"array([1.45591387, 3.04513701])"
29627,"array([1.42796803, 3.04363732])"
29628,"array([1.47366884, 3.10115303])"
29629,"array([1.42511289, 3.09457438])"
29630,"array([1.39373683, 2.96208803])"
29631,"array([1.58973003, 3.28495947])"
29632,"array([1.51313141, 3.18926327])"
29633,"array([1.21582058, 3.09923983])"
29634,"array([1.30235188, 3.34486587])"
29635,"array([1.42400107, 3.2552009 ])"
29636,"array([1.4296149 , 3.24187208])"
29637,"array([1.3875728 , 3.21852198])"
29638,"array([1.31395056, 3.22710391])"
29639,"array([1.62334684, 3.41077891])"
29640,"array([1.63160589, 3.39488811])"
29641,"array([1.67512071, 3.3469201 ])"
29642,"array([1.41301252, 3.0637335 ])"
29643,"array([1.42072055, 3.11355361])"
29644,"array([1.57972174, 3.1045636 ])"
29645,"array([1.43926947, 2.97107005])"
29646,"array([1.55120603, 3.08219791])"
29647,"array([1.41857178, 3.10281405])"
29648,"array([1.50606632, 3.21505363])"
29649,"array([1.51962298, 3.19477871])"
29650,"array([1.48851617, 3.2276689 ])"
29651,"array([1.6172723 , 3.23412626])"
29652,"array([1.63534568, 3.2073285 ])"
29653,"array([1.65152584, 3.27602553])"
29654,"array([1.79152825, 3.38574242])"
29655,"array([1.49677546, 3.1778967 ])"
29656,"array([1.61236304, 3.27351245])"
29657,"array([1.67315458, 3.27604678])"
29658,"array([1.78054245, 3.39398458])"
29659,"array([1.47382019, 3.05934909])"
29660,"array([1.44180887, 3.02936592])"
29661,"array([1.50914193, 2.98549939])"
29662,"array([1.54444655, 3.1055253 ])"
29663,"array([1.55834654, 3.10195088])"
29664,"array([1.59407695, 3.18354519])"
29665,"array([1.699841  , 3.28086155])"
29666,"array([1.48990598, 3.0631114 ])"
29667,"array([1.52493458, 3.12751034])"
29668,"array([1.70783918, 3.30157595])"
29669,"array([1.40690289, 3.06196882])"
29670,"array([1.51001052, 3.05224569])"
29671,"array([1.44088166, 3.04162528])"
29672,"array([1.51071735, 3.1065433 ])"
29673,"array([1.4908933 , 3.00329936])"
29674,"array([1.51597679, 3.05108696])"
29675,"array([1.55099455, 3.00363692])"
29676,"array([1.50033014, 3.00619517])"
29677,"array([1.4480979 , 3.03472039])"
29678,"array([1.5819581 , 3.08818742])"
29679,"array([1.5895547 , 3.08854218])"
29680,"array([1.40145924, 2.98390176])"
29681,"array([1.49435597, 3.1262875 ])"
29682,"array([1.58361303, 3.06443488])"
29683,"array([1.56354203, 3.10277736])"
29684,"array([1.58252438, 3.09940339])"
29685,"array([1.53408677, 3.03870093])"
29686,"array([1.60278626, 3.10160983])"
29687,"array([1.56556608, 3.07443567])"
29688,"array([1.48084534, 3.01872888])"
29689,"array([1.55476718, 3.08638087])"
29690,"array([1.62774471, 3.23147157])"
29691,"array([1.60152427, 3.09454918])"
29692,"array([1.52217939, 3.05905552])"
29693,"array([1.56274373, 3.13144725])"
29694,"array([1.55043822, 3.0767405 ])"
29695,"array([1.52626489, 3.03778007])"
29696,"array([1.5363615 , 3.08728979])"
29697,"array([1.54013325, 3.08279563])"
29698,"array([1.52605771, 3.08381591])"
29699,"array([1.59524267, 3.11326593])"
29700,"array([1.58131733, 3.11216135])"
29701,"array([1.47373117, 3.02377604])"
29702,"array([1.57003855, 3.10191695])"
29703,"array([1.48306457, 3.035387  ])"
